,姓名,性别,职称,医院,一级科室,二级科室,简介
4292,徐美春,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科,浙江省,内科,工作,专家,医院,专家组,临床"
4293,徐亚萍,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"内科,儿,人,诊断,处理,危重病,危重症,儿科"
4294,施丽萍,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"新生儿,重症,疾病,监护,加拿大多伦多大学,进修,疑难杂症,sick"
4295,魏健,男,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿童,儿科,贫血,疾病,血液病,治疗,血液,血小板"
4296,章毅英,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"心血管,心脏病,儿科,疾病,儿,小儿,治疗,诊断"
4297,张晨美,男,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科,诊断,危重病,擅长,内科,儿,硕士生,硕士"
4298,陈理华,男,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"疾病,新生儿,儿科,时间,男,主任医师,西弗吉尼亚,访问"
4299,郑季彦,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科,疾病,内科,人,科,处理,诊断,危重病"
4300,余颖芳,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"内科,儿科学,工作,新生儿,科,诊治,疑难杂症,擅长"
4301,陈振杰,男,中级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,无
4302,夏永辉,男,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"肾病,肾炎,诊断,儿科,临床,小儿,疾病,男"
4303,谈林华,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿童医院,德州,诊治,期,医学博士,硕士生,综合,系"
4304,吴秀静,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科,内科,新生儿,主任医师,教学,专家,临床,疑难杂症"
4305,杨世隆,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科,诊断,肿瘤,擅长,淋巴瘤,血液,白血病,教学"
4306,林慧佳,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,无
4307,王江平,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿童,神经,医学,康复,发育,谱系,康复科,障碍"
4308,潘佳容,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"医师,疾病,科,新生儿,委员会,儿,内科,loma"
4309,梁娟,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿童,儿科学,日本,名古屋,良性,诊断,血小板,血液"
4310,张晶樱,女,中级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,无
4311,杜立中,男,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"新生儿,内科,法国,主任医师,博士生,博士,儿,诊治"
4312,华春珍,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"感染,诊断,儿科学,儿童,性疾病,主任医师,出疹,败血症"
4313,陈军民,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,无
4314,袁天明,男,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科,诊断,内科,新生儿,临床,发展,新,硕士生"
4315,马晓路,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"新生儿,儿科,临床,内科,监护,工作,儿童医院,进修"
4316,孙伟,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科,新生儿,临床,科,内科,儿童医院,医院,教学"
4317,杨子浩,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科,急诊科,男,内科,系统,治疗,儿,学组"
4318,陈正,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"新生儿,内科,儿科学,儿童医院,诊断,男,复苏,危重"
4319,王慧,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿童,发育,儿科学,康复,障碍,浙江省,青年,疾病"
4320,施珊珊,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"小儿,重症,儿科学,诊断,医师,青年,协会,监护"
4321,沈和萍,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科学,血液,肿瘤,细胞,诊断,再生,血小板,增生症"
4322,黄雷,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"肾病,儿科学,内科,男,小儿,肾脏,诊断,急"
4323,陈小旦,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科,诊断,肿瘤,疾病,教学,主任医师,硕士,临床"
4324,胡蕾,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"患者,小儿,儿科学,交流,儿科,教学,监护,临床"
4325,茅君卿,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"神经,儿科学,血液,肿瘤科,肿瘤,瘤,母细胞,儿童"
4326,陈安,女,正高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"儿科,新生儿,临床,内科,主任医师,教学,疑难杂症,诊断"
4327,冯春月,女,中级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,无
4328,花旺,男,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"内科,儿科学,美国,积累,男,诊治,儿,病"
4329,陈建惠,女,副高级,浙江大学儿童医院(滨江新院区),儿科,内科门诊.,"内科,儿科学,教研,儿科,临床,抽搐,诊治,新生儿"
4330,夏哲智,男,正高级,浙江大学儿童医院(滨江新院区),儿科,神经内科.,"疾病,神经内科,癫痫,研究,神经,诊治,瘫痪,内科"
4331,高峰,男,正高级,浙江大学儿童医院(滨江新院区),儿科,神经内科.,"儿科,小儿,诊断,神经系统,疾病,神经内科,福井,医科大学"
4332,余永林,男,副高级,浙江大学儿童医院(滨江新院区),儿科,神经内科.,"疾病,儿童,神经系统,博士,中华医学会,抗癫痫,儿科,浙江省"
4333,沈珏,女,副高级,浙江大学儿童医院(滨江新院区),儿科,神经内科.,"疾病,神经内科,抗癫痫,神经系统,硕士学位,博士,儿童医院,访问"
4334,姜丽华,女,中级,浙江大学儿童医院(滨江新院区),儿科,神经内科.,无
4335,江佩芳,女,正高级,浙江大学儿童医院(滨江新院区),儿科,神经内科.,"儿科,疾病,小儿,诊断,教学,人,神经内科,擅长"
4336,李海峰,男,正高级,浙江大学儿童医院(滨江新院区),儿科,神经内科.,"康复,康复科,小儿,儿科学,神经,自闭症,方面,中华医学会"
4337,刘爱民,男,正高级,浙江大学儿童医院(滨江新院区),儿科,肾脏内科.,"儿童,肾炎,肾脏病,浙江省,男,肾内科,小儿,儿科"
4338,夏永辉,男,正高级,浙江大学儿童医院(滨江新院区),儿科,肾脏内科.,"肾病,肾炎,诊断,儿科,临床,小儿,疾病,男"
4339,路智红,女,副高级,浙江大学儿童医院(滨江新院区),儿科,肾脏内科.,"肾脏,儿科学,诊断,儿童,泌尿系,内科,疾病,肾病"
4340,常晋,女,副高级,浙江大学儿童医院(滨江新院区),儿科,肾脏内科.,"肾脏病,疾病,肾内科,儿科,诊断,进修,过敏性,人"
4341,王晶晶,女,副高级,浙江大学儿童医院(滨江新院区),儿科,肾脏内科.,"肾病,疾病,儿童,肾脏,内科,西雅图,进修,儿童医院"
4342,戴宇文,男,副高级,浙江大学儿童医院(滨江新院区),儿科,肾脏内科.,"医务科,临床,疾病,宇文,肾内科,小儿,诊断,男"
4343,傅海东,男,副高级,浙江大学儿童医院(滨江新院区),儿科,肾脏内科.,"儿科,诊断,疾病,海东,肾内科,擅长于,方面,男"
4344,毛建华,男,正高级,浙江大学儿童医院(滨江新院区),儿科,肾脏内科.,"儿科,医学院,分会,肾脏,肾内科,肾炎,卡,浙江省"
4345,沈辉君,女,正高级,浙江大学儿童医院(滨江新院区),儿科,肾脏内科.,"疾病,肾内科,肾脏病,儿科,上海,研究,人,培训班"
4346,黄雷,男,副高级,浙江大学儿童医院(滨江新院区),儿科,肾脏内科.,"肾病,儿科学,内科,男,小儿,肾脏,诊断,急"
4347,童美琴,女,正高级,浙江大学儿童医院(滨江新院区),儿科,消化内科.,"诊治,儿科,内科,病,消化,腹泻,疾病,抢救"
4348,周雪莲,女,正高级,浙江大学儿童医院(滨江新院区),儿科,消化内科.,"疾病,新生儿,筛查,苯丙酮,内科,浙江省,低下,小儿"
4349,陈飞波,男,正高级,浙江大学儿童医院(滨江新院区),儿科,消化内科.,"胃肠,内科,疾病,儿科,教学,临床,男,镜下"
4350,陈洁,女,正高级,浙江大学儿童医院(滨江新院区),儿科,消化内科.,"疾病,儿科,消化,中华医学会,诊断,博士,硕士生,擅长"
4351,江米足,男,正高级,浙江大学儿童医院(滨江新院区),儿科,消化内科.,"功能性,诊治,消化,小儿,硕士生,博士,科科长,中心"
4352,黄晓磊,女,正高级,浙江大学儿童医院(滨江新院区),儿科,消化内科.,"内科,儿科,筛查,疾病,抢救,消化系统,儿,消化"
4353,方优红,女,中级,浙江大学儿童医院(滨江新院区),儿科,消化内科.,无
4354,楼金玕,男,副高级,浙江大学儿童医院(滨江新院区),儿科,消化内科.,"病人,临床,小儿,消化科,工作,诊治,消化道,异物"
4355,李甫棒,男,副高级,浙江大学儿童医院(滨江新院区),儿科,消化内科.,"病人,临床,小儿,消化科,医务科,儿科,工作,诊治"
4356,俞惠民,男,正高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"新生儿,疾病,儿科,中华医学会,分会,基础理论,主任医师,博士生"
4357,徐亚萍,女,正高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"内科,儿,人,诊断,处理,危重病,危重症,儿科"
4358,施丽萍,女,正高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"新生儿,重症,疾病,监护,加拿大多伦多大学,进修,疑难杂症,sick"
4359,陈理华,男,正高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"疾病,新生儿,儿科,时间,男,主任医师,西弗吉尼亚,访问"
4360,郑季彦,女,正高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"儿科,疾病,内科,人,科,处理,诊断,危重病"
4361,余颖芳,女,副高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"内科,儿科学,工作,新生儿,科,诊治,疑难杂症,擅长"
4362,吴秀静,女,正高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"儿科,内科,新生儿,主任医师,教学,专家,临床,疑难杂症"
4363,林慧佳,女,副高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,无
4364,潘佳容,男,副高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"医师,疾病,科,新生儿,委员会,儿,内科,loma"
4365,杜立中,男,正高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"新生儿,内科,法国,主任医师,博士生,博士,儿,诊治"
4366,袁天明,男,正高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"儿科,诊断,内科,新生儿,临床,发展,新,硕士生"
4367,马晓路,女,正高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"新生儿,儿科,临床,内科,监护,工作,儿童医院,进修"
4368,孙伟,女,副高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"儿科,新生儿,临床,科,内科,儿童医院,医院,教学"
4369,陈正,男,副高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"新生儿,内科,儿科学,儿童医院,诊断,男,复苏,危重"
4370,陈安,女,正高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"儿科,新生儿,临床,内科,主任医师,教学,疑难杂症,诊断"
4371,陈建惠,女,副高级,浙江大学儿童医院(滨江新院区),儿科,新生儿科.,"内科,儿科学,教研,儿科,临床,抽搐,诊治,新生儿"
4372,杨茹莱,女,正高级,浙江大学儿童医院(滨江新院区),儿科,遗传代谢科.,"儿童,遗传,新生儿,保健,筛查,疾病,代谢,静冈"
4373,黄晓磊,女,正高级,浙江大学儿童医院(滨江新院区),儿科,遗传代谢科.,"内科,儿科,筛查,疾病,抢救,消化系统,儿,消化"
4374,童凡,女,副高级,浙江大学儿童医院(滨江新院区),儿科,遗传代谢科.,"儿科,科,诊断,内科,工作,擅长,教学,新生"
4375,黄新文,女,正高级,浙江大学儿童医院(滨江新院区),儿科,遗传代谢科.,"儿科,儿童,遗传,医学会,分会,代谢,工作,科"
4376,陈洁,女,正高级,浙江大学儿童医院(滨江新院区),儿科,炎症性肠病.,"疾病,儿科,消化,中华医学会,诊断,博士,硕士生,擅长"
4377,李荣,女,正高级,浙江大学儿童医院(滨江新院区),儿科,多动症门诊.,"发育,障碍,行为,缺乏性,疾病,南卡罗,注意,莱那"
4378,杨荣旺,男,副高级,浙江大学儿童医院(滨江新院区),儿科,多动症门诊.,"问题,儿科学,科,男,诊断,儿童心理,语言,儿童"
4379,高峰,男,正高级,浙江大学儿童医院(滨江新院区),儿科,癫痫生酮门诊,"儿科,小儿,诊断,神经系统,疾病,神经内科,福井,医科大学"
4380,夏永辉,男,正高级,浙江大学儿童医院(滨江新院区),儿科,高尿酸门诊.,"肾病,肾炎,诊断,儿科,临床,小儿,疾病,男"
4381,陈英虎,男,正高级,浙江大学儿童医院(滨江新院区),儿科,感染科门诊.,"加拿大,感染,儿,疾病,熟练掌握,活检,医学会,青年"
4382,徐美春,女,正高级,浙江大学儿童医院(滨江新院区),儿科,感染科门诊.,"儿科,浙江省,内科,工作,专家,医院,专家组,临床"
4383,华春珍,女,正高级,浙江大学儿童医院(滨江新院区),儿科,感染科门诊.,"感染,诊断,儿科学,儿童,性疾病,主任医师,出疹,败血症"
4384,刘金玲,女,副高级,浙江大学儿童医院(滨江新院区),儿科,哮喘咳嗽门诊.,"儿童,治疗,呼吸科,儿科学,常见病,多发病,呼吸道,哮喘"
4385,周云连,女,副高级,浙江大学儿童医院(滨江新院区),儿科,哮喘咳嗽门诊.,"儿童,儿科学,青年,医学会,学组,呼吸,分会,呼吸科"
4386,张园园,女,副高级,浙江大学儿童医院(滨江新院区),儿科,哮喘咳嗽门诊.,"儿童,疾病,呼吸科,儿科学,擅长,呼吸道,中华医学会,支气管镜"
4387,徐迎春,女,副高级,浙江大学儿童医院(滨江新院区),儿科,哮喘咳嗽门诊.,"儿科,呼吸道,儿童,呼吸科,儿童哮喘,疾病,教学,人"
4388,吴西玲,女,副高级,浙江大学儿童医院(滨江新院区),儿科,哮喘咳嗽门诊.,"疾病,小儿,儿科,人,教学,呼吸科,危重病,临床"
4389,杨世隆,男,副高级,浙江大学儿童医院(滨江新院区),儿科,血液科.,"儿科,诊断,肿瘤,擅长,淋巴瘤,血液,白血病,教学"
4390,梁娟,女,副高级,浙江大学儿童医院(滨江新院区),儿科,血液科.,"儿童,儿科学,日本,名古屋,良性,诊断,血小板,血液"
4391,张晶樱,女,中级,浙江大学儿童医院(滨江新院区),儿科,血液科.,无
4392,沈和萍,男,副高级,浙江大学儿童医院(滨江新院区),儿科,血液科.,"儿科学,血液,肿瘤,细胞,诊断,再生,血小板,增生症"
4393,陈小旦,女,副高级,浙江大学儿童医院(滨江新院区),儿科,血液科.,"儿科,诊断,肿瘤,疾病,教学,主任医师,硕士,临床"
4394,路智红,女,副高级,浙江大学儿童医院(滨江新院区),儿科,遗尿门诊.,"肾脏,儿科学,诊断,儿童,泌尿系,内科,疾病,肾病"
4395,常晋,女,副高级,浙江大学儿童医院(滨江新院区),儿科,遗尿门诊.,"肾脏病,疾病,肾内科,儿科,诊断,进修,过敏性,人"
4396,王晶晶,女,副高级,浙江大学儿童医院(滨江新院区),儿科,遗尿门诊.,"肾病,疾病,儿童,肾脏,内科,西雅图,进修,儿童医院"
4397,李筠,女,正高级,浙江大学儿童医院(滨江新院区),儿科,垂体疾病门诊,"疾病,诊断,研究,儿科,教学,临床,专家,肥胖症"
4398,黄轲,男,副高级,浙江大学儿童医院(滨江新院区),儿科,垂体疾病门诊,"儿科,疾病,内分泌,危重病,男,内分泌科,小儿,教学"
